,pace_lap,num_laps,num_stints,overall_speed,pace_s1,pace_s2,pace_s3,soft_fastest_lap,medium_fastest_lap,GridPosition_std,GridPosition,Position_std,Position,points finish?,finish?,top six finish?,places made
RUS_2019_Hungary,-0.609185165,0.346775165,1.568787116,-0.836876438,-1.277646637,-0.493161403,-0.353740296,-0.988391714,,-0.76063883,15,-0.929669681,16,0,1,0,-1
SAI_2019_Hungary,-0.681857289,0.21938837,0.509855813,0.269322093,0.050429528,-0.766319183,-0.458976282,0.07239397,-0.820188976,0.422577128,8,0.929669681,5,1,1,1,3
HAM_2019_Hungary,0.533905537,1.365869529,0.509855813,-0.485822236,-0.077879428,0.855166968,1.269830978,1.478090088,1.587238248,1.267731383,3,1.605793085,1,1,1,1,2
VER_2019_Hungary,1.732092578,-1.564026767,-0.549075491,-0.369166311,0.800405467,1.629430411,1.86258812,1.461961183,1.028526412,1.605793085,1,1.436762234,2,1,1,1,-1
HUL_2019_Hungary,0.167652099,-0.290158812,-0.196098389,0.148743631,-0.275685956,-0.480856998,0.426588343,-0.485914285,,-0.084515426,11,-0.253546277,12,0,1,0,-1
KVY_2019_Hungary,0.253146417,1.111095938,0.509855813,-0.09518752,0.258025499,0.311546655,0.037399434,-0.194353307,,-0.422577128,13,-0.76063883,15,0,1,0,-2
MAG_2019_Hungary,0.693401112,0.346775165,-1.255029693,-0.459227584,0.533773926,1.063755919,0.003585196,0.056265065,-0.681131808,-0.591607979,14,-0.422577128,13,0,1,0,1
STR_2019_Hungary,-1.760418183,0.21938837,-0.902052592,-0.72083986,-0.458995141,-2.102108775,-1.505421758,-1.56158819,-1.284540591,-1.267731383,18,-1.098700532,17,0,1,0,1
LEC_2019_Hungary,1.340577856,0.092001575,0.862832914,1.380199476,1.47595175,1.280969674,0.309734129,1.095959105,-0.142285281,1.098700532,4,1.098700532,4,1,1,1,0
PER_2019_Hungary,-0.908591194,-2.073573949,-0.902052592,0.092790023,-0.36177327,-0.646556313,-0.234935261,-0.48963634,,-0.929669681,16,-0.084515426,11,0,1,0,5
GAS_2019_Hungary,0.774556212,-0.799705994,0.156878712,0.064652869,0.293788458,0.417364534,1.310449873,0.733679081,1.035975903,0.76063883,6,0.76063883,6,1,1,1,0
GRO_2019_Hungary,-0.056110809,0.728935552,-0.902052592,-0.30652452,0.188527927,0.092528254,-0.576133958,-0.02189809,-0.511035093,0.253546277,9,-1.605793085,20,0,0,0,-11
RAI_2019_Hungary,-0.113107021,1.62064312,1.921764217,-0.900670851,0.332305698,-0.02559403,0.362536369,0.073634655,,0.084515426,10,0.591607979,7,1,1,0,3
VET_2019_Hungary,1.468361956,-0.290158812,0.509855813,2.170761937,1.615245806,1.061787214,0.742816523,1.376353917,,0.929669681,5,1.267731383,3,1,1,1,2
NOR_2019_Hungary,-0.384835876,-1.436639971,-1.255029693,1.377923671,-0.069605905,0.325491646,0.184101218,0.62201743,-0.899650215,0.591607979,7,0.253546277,9,1,1,0,-2
KUB_2019_Hungary,-1.754386838,0.601548756,-0.902052592,-0.777987297,-2.827019009,-1.735085968,-2.00771187,-1.778708067,,-1.436762234,19,-1.436762234,19,0,0,0,0
GIO_2019_Hungary,0.067380985,0.346775165,1.215810015,-0.683628263,0.575621926,-0.626048972,0.101776547,-0.810973758,,-1.098700532,17,-1.267731383,18,0,1,0,-1
RIC_2021_Hungary,-0.103822337,0.274515667,0.38151269,0.10890278,-0.255004972,-0.244252873,-0.043105256,0.232607077,0.099797816,-0.084515426,11,-0.084515426,11,0,1,0,0
BOT_2021_Hungary,1.550891319,0.522886986,0.96141198,0.291025875,1.213717045,1.636444598,1.478293787,1.365196509,1.102199148,1.436762234,2,-0.929669681,16,0,0,0,-14
RUS_2021_Hungary,-0.194697563,0.274515667,1.541311269,0.51787041,-0.065492454,-0.313928185,-0.38851475,-0.804990983,-0.325932479,-1.098700532,17,0.422577128,8,1,1,0,9
SAI_2021_Hungary,0.371561881,1.143815281,1.251361624,-0.747608943,-0.119732244,0.460110939,0.423829814,0.774545031,0.537138938,-0.76063883,15,1.267731383,3,1,1,1,12
MSC_2021_Hungary,-1.632313136,0.398701327,-1.068235533,-0.980309586,-1.705102484,-1.687174996,-1.737808022,-1.5503079,-1.948545446,-1.605793085,20,-0.253546277,12,0,1,0,8
HAM_2021_Hungary,1.000990868,0.647072645,1.831260914,0.333349511,1.043264696,0.965775053,0.939215386,1.591714395,1.206696584,1.605793085,1,1.436762234,2,1,1,1,-1
VER_2021_Hungary,0.871615346,-0.967340923,0.38151269,1.602801512,2.146576079,1.121919214,0.964949171,1.484544642,1.000604418,1.267731383,3,0.253546277,9,1,1,0,-6
OCO_2021_Hungary,0.237842363,0.647072645,-0.778285888,-1.6419909,0.027956822,0.380788276,0.205003915,0.455471449,0.32427379,0.422577128,8,1.605793085,1,1,1,1,7
TSU_2021_Hungary,-0.566915517,-2.333383173,-1.648134822,1.03864437,-0.415110376,-0.84078074,-0.58617683,-0.399450896,-0.213694492,-0.929669681,16,0.76063883,6,1,1,1,10
STR_2021_Hungary,0.106040596,0.771258304,-0.198386599,-0.050067462,0.182834294,-0.05269936,0.250792302,0.101080562,0.24783585,-0.253546277,12,-1.436762234,19,0,0,0,-7
LEC_2021_Hungary,0.610467113,0.522886986,0.671462335,0.220191279,0.485618664,0.835357162,0.194266716,0.746534754,1.061561256,0.591607979,7,-1.267731383,18,0,0,0,-11
ALO_2021_Hungary,0.095870707,0.398701327,-1.068235533,-0.950446241,-0.434715119,0.231147143,0.213345212,0.171715172,0.481019944,0.253546277,9,1.098700532,4,1,1,1,5
PER_2021_Hungary,0.603566117,-1.215712242,-0.198386599,1.142770906,1.146734172,0.404370689,0.827938956,0.376311972,0.826442025,1.098700532,4,-1.098700532,17,0,0,0,-13
GAS_2021_Hungary,0.371256785,0.895443963,-0.198386599,-0.539945203,0.192636666,0.366210057,0.359539723,0.024356762,0.833215007,0.929669681,5,0.929669681,5,1,1,1,0
MAZ_2021_Hungary,-3.04473644,-0.222226969,-1.068235533,-0.882462686,-2.352712503,-2.698074451,-2.89644945,-2.192108578,-2.412978495,-1.436762234,19,-0.591607979,14,0,0,0,5
LAT_2021_Hungary,-0.287969978,0.522886986,0.96141198,-0.194332741,-0.326889031,-0.414689406,-0.335272438,-0.837872612,-0.422689365,-1.267731383,18,0.591607979,7,1,1,0,11
VET_2021_Hungary,0.136201583,0.398701327,-0.198386599,0.134518312,-0.141950953,-0.027830633,0.3290585,-0.115694619,0.228484473,0.084515426,10,-1.605793085,20,0,0,0,-10
NOR_2021_Hungary,0.342563169,-0.470598287,-0.778285888,-0.14633222,-0.302927676,0.463398186,0.480444139,0.439639554,0.333949478,0.76063883,6,-0.76063883,15,0,0,0,-9
GIO_2021_Hungary,-0.468412874,-2.209197514,-0.778285888,0.743421026,-0.319700625,-0.586090675,-0.679350875,-1.193481337,-0.777787134,1.774823936,0,-0.422577128,13,0,1,0,-13
VER_2022_Hungary,1.588636411,-1.965515466,-1.167098265,0.643949589,1.581032044,1.091925687,1.868946515,1.154299598,1.057802729,0.084515426,10,1.605793085,1,1,1,1,9
SAI_2022_Hungary,1.319175669,0.174030015,1.927069228,1.63661876,0.22443468,1.499478204,0.925763888,1.22689204,1.395978953,1.436762234,2,1.098700532,4,1,1,1,-2
MSC_2022_Hungary,-0.862783011,0.563038285,-0.651403683,-0.614515685,-0.34447154,-0.899561014,-0.25354372,-0.600483084,-0.795712759,-0.76063883,15,-0.591607979,14,0,1,0,1
HAM_2022_Hungary,0.016496036,-1.965515466,0.895680064,-0.329202306,-0.160613716,0.238392728,0.365913864,0.010968638,-0.489805258,0.591607979,7,1.436762234,2,1,1,1,5
OCO_2022_Hungary,-0.918761136,1.146550689,-1.167098265,-0.481785792,-0.943072336,-0.569676206,-0.692061538,-0.082563931,-1.362351546,0.929669681,5,0.253546277,9,1,1,0,-4
ZHO_2022_Hungary,-0.593454293,-0.409482389,1.411374646,-0.000329332,-0.415267599,-0.498340986,-0.837152083,-0.069999855,-0.087091587,-0.253546277,12,-0.422577128,13,0,1,0,-1
ALB_2022_Hungary,-0.450076359,-0.603986523,0.379985482,1.251964561,0.222603293,-0.783465377,0.322443156,-1.479968438,-2.494338372,-1.098700532,17,-1.098700532,17,0,1,0,0
TSU_2022_Hungary,-0.987545578,1.341054823,-1.167098265,-0.821430368,-0.64684605,-0.880888289,-2.323342187,-1.348743639,-0.378800849,-0.929669681,16,-1.436762234,19,0,1,0,-3
MAG_2022_Hungary,-1.277073949,0.952046554,-0.651403683,0.336217174,0.198795308,-0.942589467,0.231549858,-0.367349665,-0.416232568,-0.422577128,13,-0.929669681,16,0,1,0,-3
STR_2022_Hungary,-0.033884277,0.757542419,-0.135709101,-1.235894123,0.415447981,-0.324278716,-0.682816958,-0.205412679,0.025203572,-0.591607979,14,-0.084515426,11,0,1,0,3
LEC_2022_Hungary,2.364091877,-0.214978254,1.411374646,0.248995284,2.42484202,2.557599283,1.451100802,1.549370003,2.016829196,1.267731383,3,0.76063883,6,1,1,1,-3
ALO_2022_Hungary,0.877951859,0.952046554,-1.167098265,-0.365169507,-1.053216975,1.117905131,-0.332252044,0.70618087,0.489873192,0.76063883,6,0.422577128,8,1,1,0,-2
PER_2022_Hungary,0.698689834,-0.992994793,0.895680064,0.438344847,1.40219744,0.541486232,0.759784822,0.220369913,0.751895229,-0.084515426,11,0.929669681,5,1,1,1,6
GAS_2022_Hungary,-0.045687212,-0.214978254,-1.167098265,-0.180406696,-1.788255849,0.03732266,0.231549858,-0.244500917,-0.280703929,1.774823936,0,-0.253546277,12,0,1,0,-12
LAT_2022_Hungary,-1.098049566,1.146550689,0.379985482,0.958199218,0.20062669,-1.540116663,-1.198241235,-1.302675359,,-1.436762234,19,-1.267731383,18,0,1,0,1
VET_2022_Hungary,0.429044259,0.563038285,0.379985482,-1.144288143,-0.0228021,-0.047597645,0.123719922,0.421395137,0.495036188,-1.267731383,18,0.084515426,10,1,1,0,8
NOR_2022_Hungary,-0.57259452,-0.992994793,0.379985482,0.069467878,-0.128106656,-0.044674957,-0.275420212,1.246436159,0.287225608,1.098700532,4,0.591607979,7,1,1,0,-3
RIC_2022_Hungary,-0.623555738,-0.409482389,-0.651403683,0.672436167,-1.163296212,-0.523670943,-0.798762366,0.953274375,0.123300491,0.253546277,9,-0.76063883,15,0,1,0,-6
RUS_2022_Hungary,0.16937969,0.174030015,-0.135709101,-1.083171524,-0.004030422,-0.029249663,1.112819659,0.27900227,-0.559505701,1.605793085,1,1.267731383,3,1,1,1,-2
RIC_2019_Italy,0.91308348,-0.951996192,-1.407283335,0.215659948,1.109753498,0.638065381,0.513401314,0.768740355,,0.929669681,5,1.098700532,4,1,1,1,1
BOT_2019_Italy,0.409445772,0.16999932,-0.373360885,-0.370439632,-1.262751738,1.131906948,0.804091505,1.016398578,1.430419535,1.267731383,3,1.436762234,2,1,1,1,1
RUS_2019_Italy,-1.599378122,-0.951996192,0.14360034,0.01764149,-1.254818201,-1.52900256,-1.543951452,-2.015491845,-0.77905322,-0.591607979,14,-0.591607979,14,0,1,0,0
SAI_2019_Italy,0.36579606,1.18999524,1.177522791,0.435693841,0.244620219,0.174203479,0.267641102,0.176514168,0.430826799,0.591607979,7,-1.605793085,20,0,0,0,-13
HAM_2019_Italy,-0.928805255,-0.237999048,-0.373360885,-0.588547487,-1.487569618,1.378827728,-0.445932759,0.72105461,1.435079641,1.436762234,2,1.267731383,3,1,1,1,-1
VER_2019_Italy,1.341861378,-1.665993336,0.660561565,0.503502938,1.346248446,0.641571357,1.424531615,1.134843815,0.511796141,-1.436762234,19,0.422577128,8,1,1,0,11
HUL_2019_Italy,0.48088469,-0.645997416,-1.407283335,-0.025546062,0.68738712,0.21464382,0.229078085,0.479549386,0.108114459,0.76063883,6,0.929669681,5,1,1,1,1
KVY_2019_Italy,0.222830757,1.597993608,0.660561565,0.081460139,-0.370081948,0.280080332,0.305571939,0.182667168,,-0.253546277,12,-1.436762234,19,0,0,0,-7
ALB_2019_Italy,0.476530826,-0.033999864,0.14360034,0.363733302,0.46927783,0.465270919,1.227291265,0.364180648,0.30733399,0.422577128,8,0.76063883,6,1,1,1,2
MAG_2019_Italy,-0.528356631,-0.237999048,-1.407283335,0.412956366,0.15092893,-0.909071122,-0.763340104,-0.418788517,-0.856527482,-0.084515426,11,-1.267731383,18,0,0,0,-7
STR_2019_Italy,-0.454885169,-0.8499966,-0.373360885,0.855472761,0.147402915,-1.13946374,-0.318179593,-0.754126981,-0.089940046,0.253546277,9,-0.253546277,12,0,1,0,-3
LEC_2019_Italy,1.417470898,0.373998504,0.660561565,0.718797849,1.368613464,1.10761555,1.14953305,1.016398578,-2.728142552,1.605793085,1,1.605793085,1,1,1,1,0
GAS_2019_Italy,-0.90322954,2.413990344,1.694484016,-0.597361973,-1.038345988,-0.945466477,-0.497297433,-0.014228811,0.101706813,-1.098700532,17,-0.084515426,11,0,1,0,6
GRO_2019_Italy,-0.688905381,0.067999728,-0.89032211,0.133236698,0.008880846,-1.117927038,-0.830245886,-0.85718972,-0.271101666,-0.422577128,13,-0.929669681,16,0,1,0,-3
VET_2019_Italy,1.489776146,0.373998504,0.660561565,-0.66940962,1.296380502,1.169220533,1.322592492,1.18406781,0.551407042,1.098700532,4,-0.422577128,13,0,1,0,-9
NOR_2019_Italy,-0.515295038,-0.645997416,-0.373360885,0.714062208,-0.85499314,0.198416167,-0.95984291,-0.351105525,,-0.929669681,16,0.084515426,10,1,1,0,6
KUB_2019_Italy,-1.920232662,-0.543997824,-0.89032211,-1.033313659,-1.30997517,-1.838905672,-2.029940295,-2.606179781,,-0.76063883,15,-1.098700532,17,0,1,0,-2
GIO_2019_Italy,0.421407792,0.577997688,1.694484016,-1.167599106,0.749042033,0.080014396,0.144998064,0.281115157,-0.349740955,0.084515426,10,0.253546277,9,1,1,0,1
RIC_2020_Italy,0.72617837,-1.636625793,-1.164789001,0.872382459,2.142835268,0.634830994,-0.12117355,0.704957013,-0.098534507,0.591607979,7,0.76063883,6,1,1,1,1
SAI_2020_Italy,0.133260887,0.411606487,0.3106104,0.346922823,-0.375795477,0.069523569,0.351374672,0.810061316,0.281054803,1.267731383,3,1.436762234,2,1,1,1,1
HAM_2020_Italy,1.52748197,-0.147002317,-0.672989201,0.834346207,0.576456389,1.662998652,1.593738909,0.941181537,1.414532291,1.605793085,1,0.591607979,7,1,1,0,-6
VER_2020_Italy,0.959570822,-0.333205251,-0.1811894,-0.860938543,0.753062278,1.27760209,0.65719869,0.528048779,1.66450574,0.929669681,5,-1.098700532,17,0,0,0,-12
OCO_2020_Italy,0.391581037,0.784012356,-0.1811894,-0.52951767,0.833267089,0.400148583,0.014198191,0.419822565,1.135461404,-0.253546277,12,0.422577128,8,1,1,0,4
KVY_2020_Italy,0.29556615,1.901229964,-0.1811894,-0.158189103,-0.029683429,0.554706352,0.13795791,0.149257031,0.210956429,-0.084515426,11,0.253546277,9,1,1,0,2
ALB_2020_Italy,0.546101309,2.273635833,-1.164789001,0.300350196,1.569309861,-0.217417254,0.479595854,0.555105332,1.008490764,0.253546277,9,-0.76063883,15,0,1,0,-6
MAG_2020_Italy,-1.587615264,-0.891814055,-1.656588802,-0.871702369,-1.517965233,-1.32127461,-1.881800715,-0.353370481,-0.517802143,-0.76063883,15,-1.436762234,19,0,0,0,-4
STR_2020_Italy,0.226680777,-0.333205251,-0.1811894,1.001669667,-0.011046627,0.009208342,0.418113246,0.304311895,0.660644114,0.422577128,8,1.267731383,3,1,1,1,5
LEC_2020_Italy,-0.003566224,-0.333205251,0.802410201,-0.691621709,-0.366477075,-0.079194857,0.150181095,0.186719951,-0.250634754,-0.422577128,13,-1.267731383,18,0,0,0,-5
PER_2020_Italy,0.661303446,0.039200618,-0.672989201,0.714645329,0.317427018,0.360234094,0.960272492,0.207532684,0.930456724,1.098700532,4,0.084515426,10,1,1,0,-6
GAS_2020_Italy,0.660517084,-0.705611121,0.3106104,0.411271417,0.212595004,0.733878057,0.707252621,0.166947854,0.180536379,0.084515426,10,1.605793085,1,1,1,1,9
GRO_2020_Italy,-0.815878902,-0.519408186,-0.672989201,-0.375424317,-0.563494702,-1.224888509,-0.595433021,-0.11298341,-0.505898646,-0.929669681,16,-0.253546277,12,0,1,0,4
RAI_2020_Italy,-0.809194819,1.156418225,2.277809603,-0.657192827,-1.246733196,-0.636519384,-0.782447709,-0.377305124,-0.753226872,-0.591607979,14,-0.422577128,13,0,1,0,1
LAT_2020_Italy,-1.622844314,0.039200618,-0.1811894,0.66992595,-1.440755622,-1.68493995,-1.705786891,-0.694699308,-1.858929533,-1.605793085,20,-0.084515426,11,0,1,0,9
VET_2020_Italy,-0.437114196,-1.07801699,1.786009802,-0.760003703,-0.936674482,-0.263984157,-0.393750515,-0.173340337,-1.114299631,-1.098700532,17,-1.605793085,20,0,0,0,-3
NOR_2020_Italy,-0.838997966,-1.07801699,-0.1811894,-0.251639893,-0.606093108,-0.652780839,0.063702079,0.712241469,0.429187217,0.76063883,6,1.098700532,4,1,1,1,2
BOT_2020_Italy,1.631675029,0.039200618,0.3106104,0.534653272,1.117811128,1.761676137,1.623074547,1.048367114,0.076050123,1.436762234,2,0.929669681,5,1,1,1,-3
GIO_2020_Italy,-1.644705197,0.411606487,1.294210002,-0.529937187,-0.428045084,-1.383807309,-1.676267906,-0.717593315,-1.107686577,-1.267731383,18,-0.929669681,16,0,1,0,2
VER_2022_Japan,2.166922489,-0.320914139,-1.203665204,1.388926956,1.939805572,2.329805537,2.665781263,1.976559345,1.517844597,1.605793085,1,1.605793085,1,1,1,1,0
SAI_2022_Japan,0.726279167,1.576044991,2.530153388,1.608573888,0.420874748,1.32291363,1.032436123,1.485135711,,1.267731383,3,-1.436762234,19,0,0,0,-16
HAM_2022_Japan,-0.614692259,-0.049919977,0.663244092,0.479415254,0.75266246,-0.475198252,-0.153523023,0.44211412,,0.76063883,6,0.929669681,5,1,1,1,1
OCO_2022_Japan,-0.310700056,-1.811382026,-0.270210556,0.144551724,0.924540741,-0.948407847,-0.573003424,0.173001177,0.709914356,0.929669681,5,1.098700532,4,1,1,1,1
ZHO_2022_Japan,0.178484697,0.492068346,0.663244092,-1.357180216,-0.604967208,0.585400195,0.453406168,-0.888407012,,-0.591607979,14,-0.929669681,16,0,1,0,-2
ALB_2022_Japan,-0.345252665,-0.5919083,-0.270210556,-0.647507947,-1.208280853,0.129951819,0.674203062,-0.154614579,-0.869356153,-0.929669681,16,-1.605793085,20,0,0,0,-4
TSU_2022_Japan,-0.839508279,2.253530395,0.196516768,0.301632936,-1.112870236,-0.807079297,-0.526415357,-0.875034941,-0.642734376,-0.422577128,13,-0.422577128,13,0,1,0,0
MAG_2022_Japan,-0.447813772,0.356571265,0.663244092,-0.841028501,-0.299483136,0.083645786,-1.876955741,-0.729613661,-0.165884387,-1.267731383,18,-0.591607979,14,0,1,0,4
STR_2022_Japan,-0.068765754,0.492068346,-0.73693788,-0.524067067,-0.042013645,0.433414915,0.112990559,0.025908389,0.218900505,-1.436762234,19,-0.253546277,12,0,1,0,7
LEC_2022_Japan,2.095270047,0.085577104,1.129971416,0.781693329,1.828931324,0.346469526,0.788133425,1.460063077,,1.436762234,2,1.267731383,3,1,1,1,-1
ALO_2022_Japan,0.218900636,-1.540387865,-0.73693788,0.23124843,1.001781589,-0.738656319,0.168475364,0.89175003,0.787815591,0.591607979,7,0.591607979,7,1,1,0,0
PER_2022_Japan,1.36050233,0.356571265,0.196516768,0.838301485,0.826145644,1.626334437,0.674203062,0.567477292,1.151354692,1.098700532,4,1.436762234,2,1,1,1,2
GAS_2022_Japan,-0.855797929,-0.5919083,0.663244092,0.512720751,-0.46370692,-0.685090741,0.246806855,-1.717475457,-0.667521132,-1.098700532,17,-1.267731383,18,0,1,0,-1
LAT_2022_Japan,-0.964157112,-0.185417058,-0.73693788,-0.133562636,-1.41657599,-0.426354903,-0.626589285,-1.69574584,-2.060890964,-1.605793085,20,0.253546277,9,1,1,0,11
VET_2022_Japan,-0.049944606,0.627565426,-0.73693788,-0.786350428,-0.029488102,-1.150547421,-0.668692464,-0.615951052,0.403030699,0.253546277,9,0.76063883,6,1,1,1,3
NOR_2022_Japan,-0.97918101,-0.998399542,-1.203665204,-0.06947756,-0.295771862,-1.025308064,-1.53217478,0.178015704,,0.084515426,10,0.084515426,10,1,1,0,0
RIC_2022_Japan,-1.33942439,-1.133896623,-1.670392528,-0.811022073,-0.907203916,-1.2122888,-0.70247292,-0.010864808,,-0.084515426,11,-0.084515426,11,0,1,0,0
RUS_2022_Japan,-0.481670611,0.356571265,0.196516768,0.068873876,-1.134121685,-0.193374843,-0.347337515,0.540733149,,0.422577128,8,0.422577128,8,1,1,0,0
BOT_2022_Japan,0.550549078,0.627565426,0.663244092,-1.185742203,-0.180258523,0.80437064,0.19072863,-0.196402303,,-0.253546277,12,-0.76063883,15,0,1,0,-3
RIC_2021_Mexico,0.792909433,-2.379059224,-1.872571767,-0.147193419,0.443640486,1.087837666,0.434762717,0.389996965,-0.530683895,0.591607979,7,-0.253546277,12,0,1,0,-5
SAI_2021_Mexico,0.01725348,0.709924279,2.731751754,0.487447819,-0.03963549,0.123507235,0.522358312,0.506811943,0.603305002,0.76063883,6,0.76063883,6,1,1,1,0
MSC_2021_Mexico,-1.140993324,0.195093695,-0.61684717,-0.708204084,-0.199735765,-1.01455479,-1.120374607,-1.028289245,-2.468086745,-0.591607979,14,-1.436762234,19,0,0,0,-5
HAM_2021_Mexico,1.231986441,-0.525669122,0.638877426,0.22455831,0.803261775,1.155689061,1.36455081,0.956295666,,1.436762234,2,1.436762234,2,1,1,1,0
VER_2021_Mexico,1.912158344,-0.113804655,0.638877426,-0.707900598,1.321309821,1.955695027,1.958724089,1.537831104,1.575099124,1.267731383,3,1.605793085,1,1,1,1,2
OCO_2021_Mexico,-1.21777335,0.503992045,-0.61684717,0.477974094,-2.51238383,-0.941699606,-1.17338635,-0.724824246,0.035623288,-1.436762234,19,-0.422577128,13,0,1,0,6
TSU_2021_Mexico,-0.324469073,1.63661933,1.057452292,0.339244169,0.399013232,0.1890769,-0.299828569,0.496654119,0.610177662,-1.098700532,17,-1.605793085,20,0,0,0,-3
STR_2021_Mexico,0.031468539,1.430687096,0.638877426,-0.505802209,-0.243916746,-0.176119718,0.168000057,0.09668979,0.331147667,-1.605793085,20,-0.591607979,14,0,1,0,6
LEC_2021_Mexico,-0.354919228,-0.422703006,0.220302561,-0.908703238,-1.025658732,-0.409936823,-0.264992281,0.273181986,0.696773178,0.422577128,8,0.929669681,5,1,1,1,3
ALO_2021_Mexico,-0.102078206,-0.113804655,-1.035422036,0.530780343,0.111316198,-0.334639789,-0.528725698,-0.385806862,0.549698254,-0.253546277,12,0.253546277,9,1,1,0,3
PER_2021_Mexico,1.588859255,-1.040499706,-0.61684717,-0.070833882,1.347714277,1.392868712,1.732793091,1.782888614,1.050027901,1.098700532,4,1.267731383,3,1,1,1,1
GAS_2021_Mexico,0.353888537,0.195093695,-0.61684717,0.192654476,0.927102405,0.481778608,-0.41493978,0.287148994,0.861029752,0.929669681,5,1.098700532,4,1,1,1,1
MAZ_2021_Mexico,-1.787123899,-0.216770772,-0.198272305,-1.056205458,-1.146279827,-1.986490983,-2.152210304,-2.604021731,-0.940981696,-0.76063883,15,-1.267731383,18,0,0,0,-3
RAI_2021_Mexico,0.139344008,0.503992045,-0.198272305,-0.375210163,0.564505965,-0.265887713,0.121614782,-0.130591528,0.134589591,0.084515426,10,0.422577128,8,1,1,0,2
LAT_2021_Mexico,-0.926364627,-1.864228641,-1.035422036,1.377565291,-1.458968119,-0.93609536,-0.700698312,-1.123518848,-0.417972271,-0.422577128,13,-1.098700532,17,0,1,0,-4
VET_2021_Mexico,-1.108167759,0.709924279,-0.198272305,0.126598235,-0.058044232,-0.79999227,-0.241263214,-0.235978954,0.256922939,0.253546277,9,0.591607979,7,1,1,0,2
NOR_2021_Mexico,-0.269179973,-0.422703006,-0.198272305,-0.131225974,-0.306097386,-0.64531511,-0.070868328,0.147478911,-1.443373141,-1.267731383,18,0.084515426,10,1,1,0,8
BOT_2021_Mexico,1.067016933,0.503992045,0.638877426,-0.898030015,1.113421192,1.120862681,0.5996671,0.914394641,,1.605793085,1,-0.76063883,15,0,1,0,-14
GIO_2021_Mexico,0.096184469,0.709924279,0.638877426,1.752486304,-0.040565223,0.003416272,0.064816487,-0.162334729,0.266544663,-0.084515426,11,-0.084515426,11,0,1,0,0
RIC_2020_Portugal,-0.145501495,-2.304088438,-1.001120935,0.1194195,-1.296054906,-0.029001599,-0.284895781,-1.457838775,0.551592197,0.084515426,10,0.253546277,9,1,1,0,1
RUS_2020_Portugal,-0.077590173,-0.363803438,0.482021191,0.490342264,-0.322862044,-0.402012225,0.574964086,-0.700355582,-0.689153087,-0.591607979,14,-0.591607979,14,0,1,0,0
SAI_2020_Portugal,1.036818429,1.333945938,-0.259549872,-0.220527094,0.856752278,0.608885742,0.205800019,0.735066029,1.007497012,0.591607979,7,0.76063883,6,1,1,1,1
HAM_2020_Portugal,1.759253058,0,-0.630335403,0.570648192,1.376934362,2.023942251,-0.989300109,1.743838395,0.016084953,1.605793085,1,1.605793085,1,1,1,1,0
VER_2020_Portugal,1.805503675,0.242535625,-1.001120935,0.075389655,1.530533617,1.643431287,2.199651479,0.825457818,1.391035983,1.267731383,3,1.267731383,3,1,1,1,0
OCO_2020_Portugal,0.284783407,-0.242535625,-0.259549872,0.209878595,-0.021445047,-0.12913355,1.001695816,-0.382176484,0.728559578,-0.084515426,11,0.422577128,8,1,1,0,3
KVY_2020_Portugal,-1.877174453,1.091410313,0.482021191,0.836760368,-1.783189732,-1.434443818,-1.698901517,-0.136310818,0.529882444,-0.422577128,13,-1.436762234,19,0,1,0,-6
ALB_2020_Portugal,1.219595084,1.333945938,-0.259549872,-1.366990216,1.019309177,1.521825425,0.783304198,0.574168644,1.200253305,0.76063883,6,-0.253546277,12,0,1,0,-6
MAG_2020_Portugal,-0.258141018,-1.819017188,0.111235659,-0.616426549,-0.293838548,-0.526269479,0.004541638,-1.161353706,-1.363471176,-1.436762234,19,-0.929669681,16,0,1,0,3
STR_2020_Portugal,-0.813437482,-1.212678125,-1.371906466,0.763215815,-0.20350456,-0.611257426,-0.456532702,-0.805210057,0.404229024,-0.253546277,12,-1.605793085,20,0,0,0,-8
LEC_2020_Portugal,-1.007875074,0.242535625,1.223592254,-0.505507783,0.539228677,-1.113828093,-2.007356824,0.751336551,-0.042465593,1.098700532,4,1.098700532,4,1,1,1,0
PER_2020_Portugal,0.884846613,-0.363803438,-0.630335403,0.589177517,0.202360597,0.621426122,0.845136135,0.451235811,0.97131409,0.929669681,5,0.591607979,7,1,1,0,-2
GAS_2020_Portugal,-0.826284875,-0.727606875,-1.001120935,0.109133869,1.16356525,-0.442332533,-0.564205552,1.29187945,-0.266141837,0.253546277,9,0.929669681,5,1,1,1,4
GRO_2020_Portugal,-0.367610446,-0.363803438,-0.259549872,-0.747542567,-1.098727135,0.177998276,-0.425616737,-0.88113916,-2.64500448,-1.267731383,18,-1.098700532,17,0,1,0,1
RAI_2020_Portugal,-0.350276099,0.363803438,-0.259549872,0.009366735,-0.895085902,-0.563389005,0.243873871,-0.501493646,-0.776649971,-0.929669681,16,-0.084515426,11,0,1,0,5
LAT_2020_Portugal,-1.152917007,0.121267813,3.07751991,-0.255945029,-1.109743475,-1.496393297,-0.919419362,-1.360215643,-0.454293031,-1.605793085,20,-1.267731383,18,0,1,0,2
VET_2020_Portugal,-0.822080566,1.212678125,0.852806722,-0.192793811,-0.414968586,-0.814698225,-0.258510602,-0.073036566,-0.264168223,-0.76063883,15,0.084515426,10,1,1,0,5
